Date received,Product,Company
7/10/2019,Credit card or prepaid card,AMERICAN EXPRESS COMPANY
7/10/2019,Vehicle loan or lease,OpenRoad Lending
2/26/2019,Debt collection,"CAINE & WEINER COMPANY, INC."
2/25/2019,Checking or savings account,DISCOVER BANK
3/29/2019,Credit card or prepaid card,SYNCHRONY FINANCIAL
4/2/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/2/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
2/28/2019,Student loan,Ameritech Financial
3/26/2019,Credit card or prepaid card,SYNCHRONY FINANCIAL
6/12/2019,Debt collection,"Westlake Services, LLC"
2/20/2019,Credit card or prepaid card,JPMORGAN CHASE & CO.
6/12/2019,Mortgage,CARDINAL FINANCIAL COMPANY
3/26/2019,"Credit reporting, credit repair services, or other personal consumer reports",SYNCHRONY FINANCIAL
1/9/2019,"Credit reporting, credit repair services, or other personal consumer reports","Conn's, Inc."
5/13/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
5/13/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
5/9/2019,"Credit reporting, credit repair services, or other personal consumer reports","EQUIFAX, INC."
6/24/2019,Debt collection,"CITIBANK, N.A."
3/1/2019,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/4/2019,Checking or savings account,BB&T CORPORATION
4/4/2019,Credit card or prepaid card,DISCOVER BANK
4/4/2019,Mortgage,"FLAGSTAR BANK, FSB"
4/26/2019,Checking or savings account,JPMORGAN CHASE & CO.
4/5/2019,Vehicle loan or lease,U.S. BANCORP
11/2/2018,"Credit reporting, credit repair services, or other personal consumer reports",TD BANK US HOLDING COMPANY
3/27/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
9/21/2019,"Credit reporting, credit repair services, or other personal consumer reports","EQUIFAX, INC."
10/25/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/5/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
3/12/2019,Student loan,"Nelnet, Inc."
4/18/2019,Credit card or prepaid card,Comerica
5/13/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/4/2019,Checking or savings account,WELLS FARGO & COMPANY
4/24/2019,"Credit reporting, credit repair services, or other personal consumer reports",Clarity Services
6/24/2019,Debt collection,Grant Mercantile Agency
4/17/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
5/10/2019,Credit card or prepaid card,"BANK OF AMERICA, NATIONAL ASSOCIATION"
6/6/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/6/2019,"Credit reporting, credit repair services, or other personal consumer reports",AMERICAN EXPRESS COMPANY
3/27/2019,Checking or savings account,PNC Bank N.A.
4/25/2019,Debt collection,V and H Portfolio
3/27/2019,Mortgage,"Servis One, Inc."
4/3/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
5/29/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/24/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
6/28/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
3/23/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
5/31/2019,Checking or savings account,"Atlantic Union Bankshares, Inc."
4/5/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
4/2/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/5/2019,"Credit reporting, credit repair services, or other personal consumer reports",Alliance Data Card Services
3/26/2019,Checking or savings account,"GOLDEN 1 CREDIT UNION, THE"
5/13/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
7/9/2019,Debt collection,"Eastern Account Systems of Connecticut, Inc."
4/19/2019,"Credit reporting, credit repair services, or other personal consumer reports",American Accounts & Advisers Inc.
4/1/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/5/2019,Checking or savings account,WELLS FARGO & COMPANY
4/10/2019,Debt collection,TRANSWORLD SYSTEMS INC
6/7/2019,Debt collection,PORTFOLIO RECOVERY ASSOCIATES INC
3/25/2019,Debt collection,"F.H. Cann & Associates, Inc."
3/26/2019,Credit card or prepaid card,Alliance Data Card Services
3/26/2019,Mortgage,U.S. BANCORP
3/20/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
7/9/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
5/7/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
5/7/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
5/15/2019,Debt collection,"Debt Recovery Solutions, LLC"
12/28/2018,"Credit reporting, credit repair services, or other personal consumer reports","EQUIFAX, INC."
12/21/2018,"Credit reporting, credit repair services, or other personal consumer reports","EQUIFAX, INC."
4/9/2019,Debt collection,CNG HOLDINGS INC
12/11/2018,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
5/3/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
6/28/2019,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC."
5/24/2019,"Credit reporting, credit repair services, or other personal consumer reports",Exeter Finance Corp.
4/24/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
6/28/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
6/13/2019,Debt collection,"ARS National Services, Inc."
6/13/2019,Mortgage,WELLS FARGO & COMPANY
7/1/2019,Debt collection,"Levy and Associates, LLC"
3/29/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/20/2019,Debt collection,PORTFOLIO RECOVERY ASSOCIATES INC
4/5/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
4/8/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
6/28/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
5/10/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
2/22/2019,Debt collection,Commercial Recovery Systems
4/19/2019,Checking or savings account,WELLS FARGO & COMPANY
7/9/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
3/18/2019,Vehicle loan or lease,CREDIT ACCEPTANCE CORPORATION
6/21/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
6/12/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
6/21/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
6/21/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
5/20/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
6/28/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/3/2019,Checking or savings account,"BANK OF AMERICA, NATIONAL ASSOCIATION"
4/3/2019,Mortgage,"Caliber Home Loans, Inc."
3/27/2019,Checking or savings account,"CITIZENS FINANCIAL GROUP, INC."
2/20/2019,Vehicle loan or lease,CREDIT ACCEPTANCE CORPORATION
4/26/2019,"Payday loan, title loan, or personal loan",Ad Astra Recovery Services Inc
4/23/2019,Debt collection,Experian Information Solutions Inc.
2/19/2019,Debt collection,Diversified Recovery Services Inc.
5/14/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
6/28/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
5/20/2019,Debt collection,"Financial Recovery Services, Inc."
10/23/2019,Debt collection,"Certegy Holdings, LLC"
4/5/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
3/27/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
4/26/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
4/22/2019,Checking or savings account,Comerica
5/21/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
7/8/2019,Vehicle loan or lease,HYUNDAI CAPITAL AMERICA
4/5/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
3/27/2019,Credit card or prepaid card,SYNCHRONY FINANCIAL
3/27/2019,Checking or savings account,TD BANK US HOLDING COMPANY
6/14/2019,Debt collection,"Hunter Warfield, Inc."
4/14/2019,Mortgage,WELLS FARGO & COMPANY
6/25/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
7/14/2019,"Credit reporting, credit repair services, or other personal consumer reports",DISCOVER BANK
7/11/2019,Student loan,"Nelnet, Inc."
4/6/2019,Debt collection,"Convergent Resources, Inc."
3/29/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/2/2019,Debt collection,"Selip & Stylianou, LLP"
4/27/2018,Mortgage,Bay Equity LLC
7/11/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
3/18/2019,"Credit reporting, credit repair services, or other personal consumer reports","STERLING JEWELERS, INC."
4/26/2019,Debt collection,Senex Services Corp.
4/6/2019,"Credit reporting, credit repair services, or other personal consumer reports","EQUIFAX, INC."
4/5/2019,Checking or savings account,WELLS FARGO & COMPANY
4/24/2019,Mortgage,"SUNTRUST BANKS, INC."
4/29/2019,Checking or savings account,TD BANK US HOLDING COMPANY
4/22/2019,Debt collection,"CAVALRY INVESTMENTS, LLC"
4/30/2019,Credit card or prepaid card,"CITIBANK, N.A."
4/18/2019,Debt collection,"Paypal Holdings, Inc"
4/17/2019,"Credit reporting, credit repair services, or other personal consumer reports","JH Portfolio Debt Equities, LLC"
6/28/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
7/12/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
4/25/2019,"Credit reporting, credit repair services, or other personal consumer reports","EQUIFAX, INC."
3/29/2019,Student loan,"Navient Solutions, LLC."
5/9/2019,Debt collection,"EQUIFAX, INC."
4/26/2019,Debt collection,Helvey & Associates
6/27/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
7/17/2019,Debt collection,"Ragan & Ragan, PC"
8/15/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
2/26/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
6/26/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
7/3/2019,Debt collection,Turning Point Solutions LLC
5/25/2019,Student loan,"Navient Solutions, LLC."
5/25/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
3/31/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
4/3/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
3/23/2019,"Credit reporting, credit repair services, or other personal consumer reports","Southern Credit Recovery, Inc."
12/11/2018,"Credit reporting, credit repair services, or other personal consumer reports",Experian Information Solutions Inc.
4/10/2019,Debt collection,"Harris & Harris, Ltd."
4/3/2019,Debt collection,"Webcollex, LLC"
6/28/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION INTERMEDIATE HOLDINGS, INC."
